docid	charname	charid	gender	pubdate	words
coo.31924002447229	Hennessy	coo.31924002447229|Hennessy	f	1949	wants looked considered bustled clear answered gave felt took kicked said ploughed ran said walk steal was tell husband weight husband hands serious man was-added was-married was-agreed was-send said-break said-give said-hand said-dipping said-nothing said-clown said-particularly said-view said-mrs. said-past said-record said-why said-thing said-habit said-years said-admit said-brought said-joy
coo.31924002447229	JoeHermann	coo.31924002447229|JoeHermann	m	1949	go called said added continued comes paused said said replied added mother cigar shoulders position said-reach said-decisions said-thank said-glad said-consultation said-five said-dollars said-please
coo.31924002447229	Kaplan	coo.31924002447229|Kaplan	m	1949	commuted trying left was knew taken kept winced said insisted suggested replied took proposed grasping felt said said suggested emerged whispered nicked explained knew had grumbled replied did robbed take get do hanging is used lost blotted hiding ground acquaintances aplomb clients lot feelings default discom linen fists pockets life stride assignment part son-in-law life territory book demise body bit dip silent character burglar guy was-known was-referred was-accustomed was-asked was-explained was-asked was-explained was-dispirited was-taught was-asked was-replied was-inquired was-replied was-asked was-replied was-saw was-got said-whatcha said-doin said-around said-track said-couple said-around said-play said-ponies said-playing said-tonight said-hit said-rough said-bumps said-money said-back said-seen said-winnings said-goin said-ast said-loan said-hundred said-plenty said-back said-hotel said-ai said-hotel said-put said-bill said-wife said-ai said-few said-dollars said-wo said-give said-yer said-look said-sol said-ai said-money said-hotel said-wo said-give said-none said-marker said-wife said-ai said-few said-dibs said-lend said-hundred said-ai said-tight said-blindfolded said-suppose said-wakes said-hollers said-bop said-head said-knock said-cold said-lift said-hoop said-fifth said-floor said-nice said-stone said-teeny said-century said-paid said-gone said-yours said-look said-nifty said-elegant said-full-length said-first-line-quality said-lady said-mink said-coat said-night said-hot said-fry said-potatoes said-ai said-all-night said-cleaners said-miami said-guess said-work
coo.31924002447229	JedSnead	coo.31924002447229|JedSnead	m	1949	mumbled replaced whispered banged continued noted palms point glass honour markmanship was-replied was-answered said-miss said-muff said-jedge said-yes said-jedge said-pretty said-replied said-middleford said-fallacy said-post said-hoc said-ergo said-propter said-hoc said-til said-finger said-bourbon
coo.31924002447229	JeffersonDavis	coo.31924002447229|JeffersonDavis	m	1949	noted elicited rendezvous hand was-arrived was-send was-put was-lock was-lay was-regard was-smiting said-cellar said-put said-cot said-blanket said-near said-furnace said-lay said-bottle said-ih said-take said-care
coo.31924002447229	Mr.Wexler	coo.31924002447229|Mr.Wexler	m	1949	have answered is appear appear announced said hastened began cried said take said chuckled losses pocket pleasure note faculties neck podner podner advice mind adamant adamant was-knock was-got was-have said-interest said-refer said-suh said-financial said-rather said-social said-interest said-welcome said-augmentation said-limited said-means
coo.31924002447229	D.A.	coo.31924002447229|D.A.	u	1949	shifting get said said office man was-continued said-naturally said-split said-gilkie said-mob said-save said-state said-money said-nuisance said-future said-easier said-done said-done said-fair-to-middling said-job said-haywiring said-toughness said-guts said-legitimate said-work said-worth said-anything said-phoney said-side said-smart said-confidence said-call said-society said-law said-confidence said-bull said-head said-big said-fists said-understand said-average said-person said-wants said-decent said-adds said-pretty said-nasty said-score said-believe said-anything said-mean said-long said-since said-church said-handed said-union said-money said-gilkie said-wexler
coo.31924002447229	SailorMcGuire	coo.31924002447229|SailorMcGuire	m	1949	pursue been toyed paid said had brought cut done come come come die did sold mind dead type was-reasoned was-blasted was-know was-burying said-mind said-gentlemen said-partner said-business said-figuring
coo.31924002447229	Eric	coo.31924002447229|Eric	m	1949	moving remarked inquired said set had took received passed shied cousin load hoofs path past rider scamper was-unhitched was-credited said-fair said-gentleman said-bit said-rope said-take said-horse said-head said-stand said-clear said-yell
coo.31924002447229	Harris	coo.31924002447229|Harris	m	1949	asked said possessed held murmured murmured were presiding replied appeared went held whispered stood straightened see gets drops calls resisting voice hand guest navel mouth eyes mercenary was-saw was-stood was-murmured was-whispered was-whispered was-whispered was-permitted was-send was-hang said-goin said-sol said-hold said-sol said-hold
coo.31924002447229	Shaheen	coo.31924002447229|Shaheen	m	1949	dispatched stretched sped felt was was trod 's brother legs wounds type integrity office head product was-bashed was-muttered was-making
coo.31924002447229	Milton	coo.31924002447229|Milton	m	1949	felt contribute graces appeared held added said added started asked coming walking put does cried has carrying purred said said retorted interjected jeppodizes continued is continued insisted said customers departure store host liberty marx ears store nice was-inquired was-go was-replied was-cried was-inquired was-insisted was-began said-business said-wexler said-mind said-sister said-six said-years said-likewise said-mrs. said-pearlman said-thank said-pearlman said-shaving said-hour said-working said-doing said-anything said-oh said-best said-maybe said-since said-mrs. said-pearlman said-gave said-beautiful said-mink said-coat said-feel said-paid said-insurance said-also said-proper said-business said-ethics said-communism said-admit said-poses said-question said-whether said-systems said-prove said-worth said-basis said-competition said-concept said-thank said-mrs. said-pearlman said-nevertheless said-technique said-revolution said-long-range said-concepts said-astute said-positive said-increasingly said-successful
coo.31924002447229	CatesbyMiddleford	coo.31924002447229|CatesbyMiddleford	u	1949	sat counted snored maintained was-mumbled was-send said-drink said-feel said-cold said-comin said-gawd said-lavatory said-better said-conferrin said-disturbed
